,Chirp_corr,ChirpCorr_Angle,ChirpCorr_distance,ChirpCorr_ExpDate,type
106,0.8309364,156.80714,69.890594,20170615,0.0
107,0.71436936,173.96838,15.831517,20170615,0.0
108,0.8297265,149.69107,27.099304,20170615,0.0
109,0.78152084,164.75255,11.6374,20170615,0.0
110,0.7530142,171.78137,61.889606,20170615,0.0
111,0.7038811,171.8051,36.782635,20170615,0.0
112,0.7639301,172.66805,65.10051,20170615,0.0
113,0.7332972,52.927074,312.16724,20170615,0.0
114,0.73400676,52.33879,301.12112,20170615,0.0
115,0.6776886,52.709003,287.3274,20170615,0.0
116,0.69747055,52.79303,277.14905,20170615,0.0
117,0.6967042,52.08389,267.0712,20170615,0.0
118,0.6538362,52.351658,293.55927,20170615,0.0
119,0.64597505,52.625294,290.3056,20170615,0.0
120,0.75084573,34.411022,158.30116,20170615,0.0
121,0.75247854,32.486927,147.56424,20170615,0.0
122,0.7300467,38.06033,123.94999,20170615,0.0
123,0.75848484,38.54953,115.994064,20170615,0.0
124,0.70191497,38.55586,129.4741,20170615,0.0
125,0.71027756,37.688404,174.91771,20170615,0.0
126,0.68728,32.05711,162.37398,20170615,0.0
127,0.6679087,39.285725,132.28049,20170615,0.0
128,0.6473352,35.9937,170.21994,20170615,0.0
129,0.6254476,38.30794,195.8014,20170615,0.0
130,0.5949942,32.59943,142.31558,20170615,0.0
131,0.65360737,33.99356,105.77219,20170615,0.0
132,0.6224995,25.657747,95.522514,20170615,0.0
133,0.5372513,25.415422,119.842384,20170615,0.0
134,0.63348246,38.283348,133.22095,20170615,0.0
135,0.5953722,30.211533,115.63438,20170615,0.0
136,0.5796118,35.090267,144.2817,20170615,0.0
137,0.6029877,18.523035,107.45347,20170615,0.0
138,0.5914777,39.21309,107.63705,20170615,0.0
139,0.5764096,18.955933,103.145256,20170615,0.0
140,0.5745765,33.010937,141.65057,20170615,0.0
141,0.6009476,59.212914,127.14,20170615,0.0
142,0.54140645,60.50743,111.56583,20170615,0.0
143,0.5224064,65.8487,98.13304,20170615,0.0
144,0.5508831,25.652561,128.3588,20170615,0.0
145,0.55688167,23.176067,120.087326,20170615,0.0
146,0.8573571,5.311311,2.270452,20170615,0.0
147,0.8083649,153.03694,15.123756,20170615,0.0
148,0.83766377,151.5758,28.039757,20170615,0.0
149,0.8494245,174.28171,61.614155,20170615,0.0
150,0.8290575,15.001919,202.01024,20170615,0.0
151,0.82583964,150.48015,18.724209,20170615,0.0
152,0.83466345,160.3122,74.3174,20170615,0.0
153,0.72670287,166.17043,20.258326,20170615,0.0
154,0.8363671,155.60654,31.526114,20170615,0.0
155,0.7936112,158.02184,16.064207,20170615,0.0
156,0.77750283,175.46428,66.316414,20170615,0.0
157,0.7306274,178.91946,41.209442,20170615,0.0
158,0.76469237,176.36755,69.52732,20170615,0.0
159,0.7529201,55.49353,307.74042,20170615,0.0
160,0.76719934,54.912342,296.69434,20170615,0.0
161,0.69973814,55.286358,282.90057,20170615,0.0
162,0.7103108,55.339386,272.72223,20170615,0.0
163,0.71316713,54.638313,262.64438,20170615,0.0
164,0.69011205,54.922382,289.13245,20170615,0.0
165,0.66762894,55.19905,285.87878,20170615,0.0
166,0.7745866,36.341866,153.87436,20170615,0.0
167,0.767657,34.964615,143.13744,20170615,0.0
168,0.75528604,40.147713,119.52318,20170615,0.0
169,0.77541447,40.515194,111.56725,20170615,0.0
170,0.7344562,40.772224,125.047295,20170615,0.0
171,0.73768044,40.21118,170.49089,20170615,0.0
172,0.7000399,34.31581,157.94716,20170615,0.0
173,0.6977613,41.568073,127.85368,20170615,0.0
174,0.6655755,38.526127,165.79314,20170615,0.0
175,0.64892936,40.8932,191.3746,20170615,0.0
176,0.62725,35.021576,137.88876,20170615,0.0
177,0.6748481,35.728584,101.345375,20170615,0.0
178,0.6481324,27.182692,91.0957,20170615,0.0
179,0.5527549,27.545734,115.41558,20170615,0.0
180,0.6632355,40.572655,128.79414,20170615,0.0
181,0.61000764,27.89857,111.207565,20170615,0.0
182,0.6243786,37.516865,139.85489,20170615,0.0
183,0.61043745,19.891851,103.026665,20170615,0.0
184,0.6234821,36.96639,103.21024,20170615,0.0
185,0.5947357,20.232811,98.71845,20170615,0.0
186,0.590274,35.429802,137.22377,20170615,0.0
187,0.6396172,60.971355,122.71319,20170615,0.0
188,0.5790404,61.863377,107.139015,20170615,0.0
189,0.54417914,66.32297,93.70624,20170615,0.0
190,0.5469903,25.866331,123.931984,20170615,0.0
191,0.57742345,23.649899,115.660515,20170615,0.0
192,0.7696516,157.51546,17.394209,20170615,0.0
193,0.7953102,156.22473,30.31021,20170615,0.0
194,0.80379796,172.62675,63.88461,20170615,0.0
195,0.80114096,15.734353,199.73979,20170615,0.0
196,0.77587634,155.52835,20.99466,20170615,0.0
197,0.7981044,163.6608,76.58785,20170615,0.0
198,0.68530196,160.98483,22.528776,20170615,0.0
199,0.7973218,160.4127,33.796566,20170615,0.0
200,0.7651178,152.71053,18.33466,20170615,0.0
201,0.7383649,173.57468,68.58687,20170615,0.0
202,0.6777182,173.61395,43.479897,20170615,0.0
203,0.7318632,173.3269,71.797775,20170615,0.0
204,0.6928459,56.118244,305.46997,20170615,0.0
205,0.70941126,55.5416,294.4239,20170615,0.0
206,0.64449733,55.918034,280.63013,20170615,0.0
207,0.66731596,55.952,270.45178,20170615,0.0
208,0.67707235,55.255775,260.37393,20170615,0.0
209,0.6257938,55.549843,286.862,20170615,0.0
210,0.6205823,55.82841,283.60834,20170615,0.0
211,0.7213711,36.74561,151.6039,20170615,0.0
212,0.7161278,35.544556,140.86699,20170615,0.0
213,0.68829036,40.562626,117.25273,20170615,0.0
214,0.727025,40.88518,109.29681,20170615,0.0
215,0.6609774,41.23655,122.77685,20170615,0.0
216,0.677228,40.812912,168.22044,20170615,0.0
217,0.66166085,34.80021,155.67671,20170615,0.0
218,0.6436692,42.058765,125.58324,20170615,0.0
219,0.5973002,39.13348,163.52267,20170615,0.0
220,0.6137168,41.53172,189.10414,20170615,0.0
221,0.5735742,35.575226,135.61832,20170615,0.0
222,0.60500187,36.02158,99.07493,20170615,0.0
223,0.5890796,27.416311,88.82526,20170615,0.0
224,0.51862925,27.985613,113.14513,20170615,0.0
225,0.60624504,41.066612,126.52369,20170615,0.0
226,0.5734576,27.119734,108.93711,20170615,0.0
227,0.5656774,38.07167,137.58443,20170615,0.0
228,0.5731468,20.091816,100.75621,20170615,0.0
229,0.58755666,36.19266,100.93979,20170615,0.0
230,0.540529,20.403559,96.448,20170615,0.0
231,0.54539174,35.981796,134.95332,20170615,0.0
232,0.584033,61.29597,120.44273,20170615,0.0
233,0.54433054,62.037926,104.86857,20170615,0.0
234,0.51403004,66.20658,91.43578,20170615,0.0
235,0.5279477,27.745436,121.66153,20170615,0.0
236,0.53903055,25.534437,113.39006,20170615,0.0
237,0.77244484,131.21472,12.916,20170615,0.0
238,0.7727768,24.049295,56.436825,20170615,0.0
239,0.7559772,8.30407,217.134,20170615,0.0
