,exp_date,recording_id,roi_id,type,dendritic_distance_to_soma,euclidean_distance_to_density_center,sRF_asd_upsampled_cntr_size_60,cntrs_offset_calibrate_to_rois_60,cntr_quality_60,sRF_asd_upsampled_cntr_size_65,cntrs_offset_calibrate_to_rois_65,cntr_quality_65,sRF_asd_upsampled_cntr_size_70,cntrs_offset_calibrate_to_rois_70,cntr_quality_70,cntr_quality
1181,20171025_1,5,8,0,84.6431503017,85.6241238807,9.4406453855,16.7623849171,1,7.8488128855,17.1539123511,1,6.4228404559,16.4054154122,1,1
1182,20171025_1,5,9,0,72.2485909901,42.7755277785,16.6750253528,17.0779546252,1,13.7542941346,16.3552963373,1,11.1529126144,17.5040620775,1,1
1183,20171025_1,5,10,0,76.7894951746,41.9451218975,10.9564439367,8.4038074387,1,8.9649863351,9.2322041393,1,7.2384230784,11.8547822434,1,1
1184,20171025_1,5,11,0,81.8217941538,82.8067101863,10.9727924757,20.5804057901,1,9.03333006,19.9892951768,1,7.3295145633,18.0311378202,1,1
1185,20171025_1,5,12,0,75.7467811774,78.0637240373,12.6705557167,15.9944874529,1,10.2713020977,16.4831470677,1,8.2638770712,14.8850638225,1,1
1186,20171025_1,5,13,0,80.244932675,82.0318994444,10.1225082269,12.0098660133,1,8.3528186683,12.8670120763,1,6.8012364126,12.6948084217,1,1
1187,20171025_1,5,14,0,62.9063079331,46.0588593513,16.3760009447,16.5983324002,1,13.0563625924,13.1735799367,1,10.432572207,13.6705528116,1,1
1188,20171025_1,5,15,0,61.3457878818,67.169954049,11.2223498514,13.9425477397,1,9.1798521825,15.0406944192,1,7.4262047387,14.4425490371,1,1
1189,20171025_1,5,16,0,51.4421308388,60.8288210116,26.5614337308,38.3820053057,1,21.6190917082,35.1428580774,1,17.5753771449,34.970542309,1,1
1190,20171025_1,5,17,0,68.849919527,72.4271609284,18.6019129425,32.0419049823,1,13.5149108235,21.6217875562,1,9.3486068334,5.1364231557,1,1
1191,20171025_1,5,18,0,66.8121667757,70.9791733613,27.2997748958,23.9710722244,1,22.29794405,22.3984584566,1,16.8167254544,0,0,0
1192,20171025_1,5,19,0,56.8048836973,65.0007045656,25.5709718667,0,0,17.425649761,4.7497628353,1,13.7858796072,4.5341371402,1,0
1193,20171025_1,5,20,0,66.3776867627,55.2108866793,21.8697157625,39.9565968559,1,18.323067046,39.7929993506,1,15.0984107417,41.0263774925,1,1
1194,20171025_1,5,21,0,56.8048836973,63.4295981935,24.5739706637,0,0,16.8207703393,0,0,9.7683990021,15.4752637087,1,0
1195,20171109_1,0,0,0,0,41.4504071552,30.9845696795,0,0,19.923457847,0,0,12.3104109635,0,0,0
1196,20171109_1,1,1,0,46.6408738981,50.603397563,14.7007407767,0,0,8.0169313898,0,0,0,0,0,0
1197,20171109_1,1,2,0,43.9381432171,50.8058355715,60.0304622294,0,0,40.1546161991,0,0,28.4185664683,0,0,0
1198,20171109_1,1,3,0,54.7108047889,46.9382145881,33.8391173976,0,0,20.2919469835,0,0,11.3566011425,63.162569807,1,0
1199,20171109_1,1,4,0,61.7675980847,53.8729366066,0,0,0,0,0,0,0,0,0,0
1200,20171109_1,1,5,0,34.4241324767,47.1435221466,55.1626839475,0,0,44.2043928238,0,0,28.5764998641,0,0,0
1201,20171109_1,1,6,0,88.639717082,45.8256093264,16.8419481091,50.4738675342,1,13.544365953,40.7723655896,1,10.7023032164,53.3291658963,1,1
1202,20171109_1,1,7,0,69.4629531955,39.7572304868,16.7360325612,43.088891533,1,13.6810021779,34.5665057141,1,11.0509572549,48.8238107808,1,1
1203,20171109_1,1,8,0,72.9492703535,39.8040187555,15.146797463,26.3694931738,1,11.4547599408,27.0139189096,1,8.9454154999,44.4979675536,1,1
1204,20171109_1,1,9,0,65.2389473881,54.5079744938,27.734865369,0,0,20.5443233282,0,0,13.3601646267,67.5370375969,1,0
1205,20171109_1,1,10,0,60.2198921929,43.7817831893,31.1994090313,0,0,17.7701051383,0,0,12.7167031599,0,0,0
1206,20171109_1,1,11,0,64.3712019312,41.7188215921,16.8929589505,41.1751322028,1,13.6113103862,40.6710956904,1,10.765014481,58.8425098378,1,1
1207,20171109_1,1,12,0,77.3610611829,41.0676494829,12.4963811536,41.3291453266,1,10.1124911548,32.7873711627,1,8.1210490289,47.3223183106,1,1
1208,20171109_1,1,13,0,38.575442215,49.4067773256,26.1273320015,0,0,19.4861902489,0,0,14.6471306834,0,0,0
1209,20171109_1,1,14,0,55.2317669709,52.7810576249,9.0603769772,0,0,8.9615328234,0,0,4.7260462511,238.125080836,1,0
1210,20171109_1,1,15,0,50.1271910561,49.4114417051,16.699411079,0,0,2.966139276,216.1122339354,1,0,0,0,0
1211,20171109_1,1,16,0,83.4060786236,43.1017045015,13.4153299993,37.494450691,1,10.2153704292,33.672463549,1,8.0181024377,48.8921368009,1,1
1212,20171109_1,1,17,0,81.3433799888,50.9432268432,14.252429389,28.0352085019,1,11.384065167,26.7993567312,1,9.0766303351,40.361357084,1,1
1213,20171109_1,1,18,0,102.1329091603,57.4079611622,17.1450954956,30.1755747615,1,13.5582786297,12.1011239591,1,10.7684778038,23.024568197,1,1
1214,20171109_1,1,19,0,103.1591769028,52.0578889644,25.4312452973,0,0,16.6714853714,0,0,11.5793940589,0,0,0
1215,20171109_1,1,20,0,116.0747273801,63.7575219568,12.0627235484,18.2158261037,1,9.9167438615,17.7073193435,1,8.0440570064,29.7222994102,1,1
1216,20171109_1,1,21,0,59.6839621563,47.6381810535,43.9781099725,0,0,32.1310028109,0,0,22.5908046472,0,0,0
1217,20171109_1,1,22,0,48.7972058955,56.151525349,68.1911214004,0,0,57.1474288188,0,0,45.3340211666,0,0,0
1218,20171109_1,2,1,0,219.1791505135,105.1866215286,19.6570225109,70.0219725325,1,15.9042102822,62.971692396,1,12.8380255561,54.2737292259,1,1
1219,20171109_1,2,2,0,212.2364519067,102.48847677,24.7989680569,0,0,19.6941625208,0,0,15.2552863936,47.1620545468,1,0
1220,20171109_1,2,3,0,234.7840765224,112.8774065893,25.256427028,80.7326923626,1,20.3928064707,73.3567323868,1,16.5173481484,66.6688752943,1,1
1221,20171109_1,2,4,0,224.4705171863,103.8352463428,22.1303609363,0,0,17.7901929589,63.1811481572,1,14.47953048,54.8082166619,1,0
1222,20171109_1,2,5,0,227.4518342809,109.9271656323,24.1449376697,76.7836808079,1,19.5743173884,68.0772314353,1,15.9274328795,60.0681260144,1,1
1223,20171109_1,2,6,0,224.2409660685,107.3388304768,21.682114313,0,0,15.5771733391,50.491259681,1,12.0796491656,40.14909634,1,0
1224,20171109_1,2,7,0,205.4401397018,99.1091613142,23.2129482154,0,0,18.0415902467,0,0,14.1622298883,51.8636984132,1,0
1225,20171109_1,2,8,0,208.100110023,100.3188898652,54.3257414403,0,0,35.030645609,0,0,23.079345607,42.3063440383,1,0
1226,20171109_1,2,9,0,201.8397278548,97.0736907802,18.2543845751,54.1585205051,1,15.1904956874,47.8659448982,1,12.5146501064,39.3574924127,1,1
1227,20171109_1,3,1,0,178.409498419,120.4744826419,17.1977427529,41.5566502283,1,13.8390719602,51.9837091123,1,11.0266429553,41.4937134643,1,1
1228,20171109_1,3,2,0,174.3767825775,121.8123167369,16.3112011744,44.7865302062,1,12.8408467328,53.7027760722,1,10.0955759432,42.2772452364,1,1
1229,20171109_1,3,3,0,146.9050358901,115.3651823816,15.4409594564,40.3532031122,1,12.2074568607,48.5354988151,1,9.5773637714,40.0835352646,1,1
1230,20171109_1,3,4,0,157.0690713562,121.6723937434,20.9899581466,48.9378739706,1,16.7169730059,57.4050195031,1,13.0804751613,50.3420708916,1,1
1231,20171109_1,3,5,0,162.8685755605,122.5439475663,16.4631497999,39.6880043043,1,12.7974563428,46.7928669919,1,9.9928186092,36.3060405052,1,1
1232,20171109_1,3,6,0,167.2195007074,122.4460152373,16.7484168467,44.6954945014,1,13.3241675858,52.2475451532,1,10.4764284258,40.9852040524,1,1
1233,20171109_1,3,7,0,152.3713629344,119.1794764347,19.735255288,59.0252666625,1,15.5580200663,67.6548143979,1,12.2100980597,61.1346731727,1,1
1234,20171109_1,3,8,0,155.0740936153,120.1910741626,26.8918681673,0,0,20.6267799498,0,0,14.0077989217,61.5248513211,1,0
1235,20171109_1,3,9,0,169.7931688447,122.1655151265,27.4334183022,52.0465551462,1,22.545131611,61.8542716176,1,18.5432365721,52.2837276861,1,1
1236,20171109_2,0,0,0,0,20.9211107107,23.0686302435,0,0,17.8219781898,0,0,13.3387698262,0,0,0
1237,20171109_2,1,1,0,110.8259580441,72.6238757748,28.6144817519,0,0,21.7246075392,0,0,13.1497744717,0,0,0
1238,20171109_2,1,2,0,121.5582152598,79.706966878,24.8535624902,0,0,19.9497093904,0,0,14.7389678772,0,0,0
1239,20171109_2,1,3,0,127.3898612555,73.8301023646,34.2173443726,0,0,27.2746200549,0,0,21.1516079013,0,0,0
1240,20171109_2,1,4,0,114.3122752021,75.2542275029,25.3160293594,0,0,21.008741748,0,0,17.2218141165,0,0,0
1241,20171109_2,1,5,0,129.5968487015,79.7885801227,37.7490272529,0,0,31.3516054678,0,0,25.5482044772,0,0,0
1242,20171109_2,1,6,0,118.6214342532,72.4197188625,20.4183658107,0,0,15.2742033269,0,0,9.2149708628,123.9342922016,1,0
1243,20171109_2,1,7,0,124.3910027482,75.5940497992,31.1018384316,0,0,23.630663476,0,0,17.0776344499,0,0,0
1244,20171109_2,1,8,0,133.1316372454,78.4188495968,43.0392652022,0,0,30.2793873603,0,0,24.1257019949,0,0,0
1245,20171109_2,1,9,0,136.7320490925,80.8411469894,55.3454332827,0,0,42.5358390761,0,0,22.5098544958,0,0,0
1246,20171109_2,1,10,0,135.5453128659,79.8374396646,46.6217970485,0,0,33.107978626,0,0,26.4020719821,0,0,0
1247,20171109_2,2,1,0,23.285313265,5.2133852366,21.3267456738,0,0,16.8296131255,0,0,13.3303611973,0,0,0
1248,20171109_2,2,2,0,26.5184805109,16.9842771347,23.7524441728,0,0,19.5470028749,0,0,15.4123910652,0,0,0
1249,20171109_2,2,3,0,37.8590508878,8.3391985746,15.3595023356,0,0,11.8877087845,25.3036494968,1,9.1369544543,5.1857808474,1,0
1250,20171109_2,2,4,0,33.5081257409,4.9361398556,13.9193546042,0,0,10.9665895222,41.1123638379,1,8.7733918605,15.9128807508,1,0
1251,20171109_2,2,5,0,54.630777541,17.856393489,27.453136454,0,0,23.0020943167,0,0,19.0449227873,0,0,0
1252,20171109_2,2,6,0,38.330710443,17.2130659499,20.1024347781,0,0,16.4492337395,0,0,12.9498861412,0,0,0
1253,20171109_2,2,7,0,29.4966601375,17.2600530821,29.2221390202,0,0,23.354764341,0,0,15.6296416165,48.1488137957,1,0
1254,20171109_2,2,8,0,36.3357327021,17.2660604455,14.9881393821,45.7243744624,1,11.6892307551,58.6274515076,1,9.0946193629,38.5907871416,1,1
1255,20171109_2,2,9,0,45.2065739283,27.8497161133,14.209023025,62.917443912,1,11.8330446326,82.2783933287,1,9.7391428731,58.0830685512,1,1
1256,20171109_2,2,10,0,39.4067567796,3.8889999969,12.7462902692,34.245105501,1,10.21648726,50.9744630412,1,8.1109823222,22.8052848965,1,1
1257,20171109_2,2,11,0,41.2661297097,18.1537731543,24.8393895771,0,0,20.5311610027,0,0,16.7944715004,0,0,0
1258,20171109_2,2,12,0,44.7870945844,28.2518643037,23.3429321805,0,0,14.7530719413,0,0,8.9737331896,39.9639073897,1,0
1259,20171109_2,2,13,0,49.1251950808,30.6095708668,25.5103798703,0,0,19.3864080915,0,0,15.7465983808,0,0,0
1260,20171109_2,2,14,0,43.0499289864,6.5563179424,16.3605600419,0,0,12.7434972243,0,0,8.7757342497,24.1749936372,1,0
1261,20171109_2,2,15,0,21.9553281045,7.7256900322,25.9764292811,40.2161302458,1,20.17117409,47.9875934433,1,15.3772760189,43.083351915,1,1
1262,20171109_2,2,16,0,39.8540286287,10.2811282894,22.1844256745,0,0,15.9891123288,0,0,10.2976429633,13.6428528969,1,0
1263,20171109_2,2,17,0,42.5139989498,12.8955849283,21.8726801974,0,0,14.4337749604,34.1741673569,1,11.2577524179,13.5370016991,1,0
1264,20171109_2,2,18,0,42.2561868069,26.2878203728,11.8457260431,0,0,9.9807745952,0,0,4.672218189,167.1973428675,1,0
1265,20171109_2,2,19,0,20.3912926182,6.1378335475,20.0937558821,0,0,11.4717356931,55.7418651046,1,9.0854894988,32.3555381116,1,0
1266,20171109_2,2,20,0,45.7098993076,15.5255114763,22.2052050186,24.8329048161,1,17.6134822398,0,0,13.5523300783,23.8155786184,1,0
1267,20171109_2,2,21,0,40.6229601956,25.2736271957,31.2463672976,0,0,24.5186283175,0,0,17.0620404253,0,0,0
1268,20171109_2,3,1,0,128.6468830159,76.0873636424,8.2695457824,29.0888021053,1,6.9420866211,12.9799936219,1,5.7311688116,33.3771828697,1,1
1269,20171109_2,3,2,0,136.7978354185,82.004994869,8.1106678886,35.1542558801,1,6.7789246653,19.0942278017,1,5.5790067655,39.6328748149,1,1
1270,20171109_2,3,3,0,144.6959434059,87.3979644145,8.3961681542,33.3325514269,1,7.0058272114,18.1731889818,1,5.7573455735,36.8781064746,1,1
1271,20171109_2,3,4,0,122.2401144458,70.6419888941,7.4405361936,32.6373737849,1,6.223687219,17.1540155379,1,5.1256065201,36.7546109131,1,1
1272,20171109_2,3,5,0,102.8511232997,58.5377837259,8.0886815674,33.9159627618,1,6.7547023574,20.0258307152,1,5.5471726364,36.8457382099,1,1
1273,20171109_2,3,6,0,111.1965031362,64.5148020367,7.3110051378,30.3562916052,1,6.1439648617,18.5085034104,1,5.078445395,32.3824640284,1,1
1274,20171109_2,3,7,0,91.9171074714,50.2555291924,8.3637610781,33.5601758261,1,6.9726892846,25.6503495872,1,5.7200097618,33.1745046226,1,1
1275,20171109_2,3,8,0,115.6187626123,65.7446442407,8.5648798471,28.609534335,1,7.1401721104,13.9394840961,1,5.860897668,33.0308032457,1,1
1276,20171109_2,3,9,0,121.2314760586,72.5540102059,8.4543489067,36.0368089151,1,7.0554477443,20.6721692028,1,5.7967058032,38.4299962061,1,1
1277,20171109_2,3,10,0,106.3374404578,61.0786119731,7.7049839741,29.4048494771,1,6.4480572482,19.4544449858,1,5.3110623138,30.6400334545,1,1
1278,20171109_2,3,11,0,142.4255167194,85.741913268,9.6097449618,33.9338270216,1,7.9834149282,17.3464763072,1,6.5358491586,35.571065053,1,1
1279,20171109_2,3,12,0,98.9325021473,55.5407097953,7.785163719,36.4223083884,1,6.5415312905,22.6245565833,1,5.3983705712,38.7401571311,1,1
1280,20171109_2,3,13,0,115.2292189777,67.8935224089,7.6796080273,33.147290247,1,6.4298905854,19.8943536894,1,5.2980391639,36.3030217984,1,1
1281,20171109_2,4,1,0,115.5180183179,82.790732932,0,0,0,0,0,0,0,0,0,0
1282,20171109_2,4,2,0,139.3038324386,96.7294650603,0,0,0,0,0,0,0,0,0,0
1283,20171109_2,4,3,0,131.077046499,93.9789180601,0,0,0,0,0,0,0,0,0,0
1284,20171109_2,4,4,0,161.0052291666,107.1851896837,0,0,0,0,0,0,0,0,0,0
1285,20171109_2,4,5,0,165.6316032592,109.5732304292,0,0,0,0,0,0,0,0,0,0
1286,20171109_2,4,6,0,110.112556956,78.6216507643,19.641931526,0,0,9.8082156162,0,0,0,0,0,0
1287,20171109_2,4,7,0,126.4934327662,90.9645876116,0,0,0,17.0344496504,121.5467725616,1,12.4431078144,127.4188518823,1,0
1288,20171109_2,4,8,0,171.5879625123,113.364428588,11.3724892788,0,0,2.9713798732,246.5473726482,1,0,0,0,0
1289,20171109_2,4,9,0,118.0489260954,84.7495571117,3.9234232145,243.8374019907,1,5.3135807272,0,0,0,0,0,0
1290,20171109_2,4,10,0,122.1852679791,87.9003708193,19.6873290197,0,0,11.0532038118,0,0,16.2493391188,0,0,0
1291,20171109_2,4,11,0,173.5829402532,115.3561164319,15.829897479,0,0,31.4459791366,0,0,13.334906823,0,0,0
1292,20171109_2,4,12,0,156.6543040197,104.7875793193,12.8145518442,0,0,27.8756650859,0,0,9.6748182853,0,0,0
1293,20171203_1,0,0,0,0,5.8568681002,28.9233342759,0,0,20.648362806,0,0,9.9977813586,0,0,0
1294,20171203_1,1,1,0,204.3437876143,146.9993301373,16.4958813265,31.9457973125,1,13.3213717788,28.7289629054,1,10.723878276,22.9777004436,1,1
1295,20171203_1,1,2,0,142.0606281219,101.8704610664,10.0144483479,7.3457566629,1,8.2808637437,9.7089226468,1,6.7482381809,5.3584876417,1,1
