,lChirpCorr_distance,lChirpCorr_ExpDate,lChirp_corr,lChirpCorr_Angle,type
341,173.18141,20170615,0.74650896,32.070915,0.0
342,186.66145,20170615,0.6829179,29.022783,0.0
343,232.10506,20170615,0.70498985,23.328632,0.0
344,219.56133,20170615,0.6629929,23.233158,0.0
345,189.46783,20170615,0.64466166,28.731094,0.0
346,227.40729,20170615,0.63774693,21.64888,0.0
347,252.98875,20170615,0.580945,22.430916,0.0
348,225.93645,20170615,0.6502386,40.90147,0.0
349,266.66867,20170615,0.559748,34.93386,0.0
350,231.99649,20170615,0.6309054,38.78377,0.0
351,237.1161,20170615,0.57803375,37.164627,0.0
352,260.71225,20170615,0.5336709,36.067585,0.0
353,195.57834,20170615,0.47892222,55.12397,0.0
354,162.95953,20170615,0.5899305,30.85077,0.0
355,152.70987,20170615,0.5641183,26.756273,0.0
356,190.4083,20170615,0.6147921,27.78519,0.0
357,201.46904,20170615,0.5819245,22.959581,0.0
358,164.64082,20170615,0.5489954,23.73762,0.0
359,160.33261,20170615,0.5109517,24.589031,0.0
360,185.54614,20170615,0.5459061,27.76578,0.0
361,177.27467,20170615,0.6111961,25.089523,0.0
362,220.73445,20170615,0.7444451,7.933917,0.0
363,276.32764,20170615,0.7805522,5.708194,0.0
364,233.53636,20170615,0.7574592,5.057068,0.0
365,218.07445,20170615,0.68807137,6.3943386,0.0
366,257.64017,20170615,0.68905044,6.3460994,0.0
367,268.32666,20170615,0.71450907,8.076259,0.0
368,271.53757,20170615,0.7639243,9.080067,0.0
369,265.5053,20170615,0.7188121,7.493079,0.0
370,393.54105,20170615,0.63856393,42.604427,0.0
371,382.49493,20170615,0.57291156,41.871853,0.0
372,358.52286,20170615,0.5906542,42.35431,0.0
373,348.445,20170615,0.5804839,41.473072,0.0
374,352.52054,20170615,0.53166234,41.59972,0.0
375,387.06363,20170615,0.6439922,42.27042,0.0
376,144.26656,20170615,0.7090794,24.742289,0.0
377,228.93805,20170615,0.6958591,22.261444,0.0
378,205.32379,20170615,0.6999607,29.7807,0.0
379,197.36787,20170615,0.70507616,30.59674,0.0
380,210.84792,20170615,0.63918036,29.37982,0.0
381,256.2915,20170615,0.6680226,26.898838,0.0
382,243.74777,20170615,0.64054304,24.407242,0.0
383,213.6543,20170615,0.5980363,29.497736,0.0
384,251.59375,20170615,0.6055907,25.158297,0.0
385,277.1752,20170615,0.5575301,27.087755,0.0
386,230.86176,20170615,0.60183805,45.548157,0.0
387,271.594,20170615,0.53045595,41.227905,0.0
388,236.92181,20170615,0.5959819,43.666203,0.0
389,242.04141,20170615,0.55480236,42.20734,0.0
390,265.63757,20170615,0.5029651,42.253983,0.0
391,124.356384,20170615,0.4841719,82.21007,0.0
392,187.146,20170615,0.55115354,28.23221,0.0
393,176.89632,20170615,0.5380776,23.73631,0.0
394,214.59476,20170615,0.5629571,28.65122,0.0
