,cell_id,rec_id,roi_id,cell_type,angles,dendritic_distance_to_soma,euclidean_distance_to_density_center
127,20161028_1,8,3,0,58.78971881911238,156.3876703495203,89.18946601000609
128,20161028_1,8,4,0,5.545918589983813,141.1616489519921,85.0254964960654
129,20161028_1,8,5,0,90.65113016899035,119.38553675558447,78.693875693675
130,20161028_1,8,6,0,83.85207302025952,130.85111171077617,84.40358271618243
131,20161028_1,8,7,0,90.06693698667326,163.71685713558279,88.72492322508978
132,20161028_1,8,8,0,3.327923082001929,123.02874972932347,80.53229148460872
133,20161028_1,8,9,0,5.297186301726384,133.78656382447303,84.52249730524684
134,20161028_1,8,10,0,31.37721609930655,136.59295195068688,84.5125360114396
135,20161028_1,8,11,0,63.17354000410007,147.06034599621267,86.2060611928213
137,20161028_1,8,13,0,23.97766646979476,108.943579495743,76.3361093823097
138,20161028_1,8,14,0,78.29546638950178,161.67909623262528,88.5778651173696
139,20161028_1,8,15,0,24.472852516995843,115.91414860791292,77.58339565702899
141,20161028_1,9,1,0,31.138884676106397,135.3439770192617,104.21899984022356
142,20161028_1,9,2,0,29.779550222628917,125.71832107204656,98.92097346788636
143,20161028_1,9,3,0,23.886967656429313,129.22755680751706,99.58939384970148
144,20161028_1,9,4,0,35.182206157961616,144.0981525667325,105.52166647113222
145,20161028_1,9,5,0,45.607436538790814,134.43837426423875,106.03200323629602
147,20161028_1,9,7,0,67.56946876369554,160.92972617665583,108.81572476837324
148,20161028_1,9,8,0,28.036100830271497,186.60916787413586,113.32352228488145
149,20161028_1,9,9,0,28.406889235644282,180.88229565598274,109.56293953821933
150,20161028_1,9,10,0,126.77325144988532,140.18812604843305,106.81502286527413
151,20161028_1,9,11,0,82.14958089582957,131.88755689334775,100.69775802979099
152,20161028_1,9,12,0,23.99451077473748,190.74555604326505,116.42695795491454
153,20161028_1,9,13,0,4.561028840547788,142.31219010028906,106.74704673701405
154,20161028_1,9,14,0,20.923497229077018,165.3693591904781,111.46483039823887
155,20161028_1,10,1,0,41.06381272619916,92.1728039803295,33.47157989591743
156,20161028_1,10,2,0,23.304723791378674,100.01013398353982,39.95278583773207
157,20161028_1,10,3,0,14.233669539529963,108.71814385239239,42.25643903861234
158,20161028_1,10,4,0,23.851470226454758,103.62288516324182,43.39458518454722
160,20161028_1,10,6,0,53.66817789901642,103.62633561218169,37.4673082213474
161,20161028_1,10,7,0,17.803500754031294,101.30967223241812,41.92538797372774
163,20161028_1,10,9,0,51.35139960617286,120.44719847296713,36.24473976949266
164,20161028_1,10,10,0,3.8506369268118488,106.51029570879359,40.54134304819326
166,20161028_1,10,12,0,46.85764689721517,103.0997739243363,38.8781776516297
168,20161028_1,11,1,0,9.215548299645327,159.79339006865013,109.97602694450816
169,20161028_1,11,2,0,19.642821974179345,135.6080745003232,94.24161593716221
171,20161028_1,11,4,0,83.12468427456375,129.823473421828,90.09471066470486
172,20161028_1,11,5,0,40.93077297640223,140.9708355105691,97.71409367327124
175,20161028_1,11,8,0,9.318620234896859,155.44241623486897,106.73487125846333
176,20161028_1,11,9,0,4.734911458234364,143.0085964135266,99.084316331611
180,20161028_1,11,13,0,6.8981256685584,176.90167731978488,123.92441241431591
185,20161028_1,12,1,0,57.142524924507576,34.10368561718211,33.356216893066176
186,20161028_1,12,2,0,73.71802309890752,38.73011147882944,30.52424136233618
187,20161028_1,12,3,0,104.15933465466253,71.76690025797416,62.840710209679294
188,20161028_1,12,4,0,114.18317870596698,77.99877819040292,66.69443432272328
189,20161028_1,12,5,0,36.78426628355942,48.91891599361702,46.62984308007834
191,20161028_1,12,7,0,3.141503252862513,44.25422855121613,29.24006514304936
192,20161028_1,12,8,0,78.3958308752443,67.41592642419296,59.99456950956141
194,20161028_1,12,10,0,22.854092846516508,44.88615502628644,44.515425474373195
195,20161028_1,12,11,0,27.70100977997399,30.850020637034646,35.59342042596125
199,20161028_1,13,1,0,55.77259522077252,172.062330355941,86.50175215675812
200,20161028_1,13,2,0,63.36026925644928,199.52255393191734,97.32573168144884
201,20161028_1,13,3,0,53.23057707154929,165.0896180170826,88.52964717152794
202,20161028_1,13,4,0,55.259688519477905,178.74462264517555,88.32137704168251
203,20161028_1,13,5,0,56.85228676965352,190.72880958144182,92.37832765657386
204,20161028_1,13,6,0,80.11987406324741,181.7228355974569,88.65792991322492
205,20161028_1,13,7,0,73.35413891370513,157.9931224203018,89.26618821758942
206,20161028_1,13,8,0,65.53640525463138,153.06267024223195,87.62338398631006
207,20161028_1,13,9,0,41.70550390979087,194.5897457227049,94.82600438837376
208,20161028_1,13,10,0,102.94041038257826,167.63552213718793,87.62073141741088
210,20161028_1,14,1,0,52.2782476782048,193.9299248118115,121.41251589022328
211,20161028_1,14,2,0,49.642453584686805,186.4685365353938,115.26870873296828
212,20161028_1,14,3,0,122.25025908969646,159.09775361118812,96.57338883772822
213,20161028_1,14,4,0,72.90884245034304,164.88235468968332,101.00350750876183
214,20161028_1,14,5,0,56.09963675056215,179.02525378360605,110.88930256390478
215,20161028_1,14,6,0,70.58176971423791,174.22386559301907,107.38386450623588
216,20161028_1,14,7,0,107.13624261306829,168.56832850200686,103.56686951426508
217,20161028_1,14,8,0,72.70077541202168,160.42775365410353,97.82679843786345
220,20161028_1,14,11,0,47.955918072500566,190.06898867054838,118.23397873475122
223,20161028_1,15,1,0,59.92444250993531,144.0815888031461,99.05728305284183
224,20161028_1,15,2,0,22.597364412413405,129.46961072697445,104.64927415220902
226,20161028_1,15,4,0,25.47835504008151,144.026766092333,108.40447428997042
227,20161028_1,15,5,0,7.58233044403297,133.26894972015313,102.94615695152865
228,20161028_1,15,6,0,30.04546118669017,170.270139970042,98.77025039836951
229,20161028_1,15,7,0,23.09223078455407,119.86683434580067,100.52793875073573
232,20161028_1,15,10,0,26.433047142037,152.51396394589565,98.7516475527234
234,20161103_1,1,1,0,22.212173496054287,46.092292501414285,20.393288155093728
255,20161103_1,2,1,0,76.96268530342887,94.29883528521262,73.09479299444385
256,20161103_1,2,2,0,133.9410128666849,154.87713196526855,62.26801725191928
258,20161103_1,2,4,0,41.275208754166925,159.77092876233166,64.57535289120206
260,20161103_1,2,6,0,51.57215724669607,95.53361260532043,65.05556269499039
291,20161110_1,0,0,0,39.889389745992084,0,44.15240590825868
293,20161110_1,1,2,0,35.232444921464975,82.8372429568843,30.157656373668107
294,20161110_1,1,3,0,25.38919761432341,74.33492923568582,26.803840681116423
295,20161110_1,1,4,0,50.22370141815412,88.31859919068644,32.51327182271091
296,20161110_1,1,5,0,98.77289614622742,90.58905128292568,33.51983199750641
297,20161110_1,1,6,0,20.047386190250172,94.46495544594637,35.624432124853975
298,20161110_1,1,7,0,39.99720470331273,97.78995555323476,36.71062466371283
299,20161110_1,1,8,0,29.233091037788668,101.650882376439,38.05720711781946
300,20161110_1,1,9,0,3.231429777472073,79.8590381563377,28.884371777469
302,20161110_1,1,11,0,6.015250008558025,121.56100725289997,50.04292368837103
308,20161110_1,2,1,0,23.99884888043133,28.802136739918776,48.12336961735618
309,20161110_1,2,2,0,1.9775968759653544,69.12902502974978,26.95082541440817
310,20161110_1,2,3,0,24.673825371282483,24.49393189645687,47.95971095942962
311,20161110_1,2,4,0,4.281542454247612,31.07258883215796,48.46505132467249
312,20161110_1,2,5,0,26.66536133316323,38.520354538307274,47.07939715042404
313,20161110_1,2,6,0,29.443746647275955,45.33171081502483,41.99617034896739
314,20161110_1,2,7,0,36.19878679095086,60.78806737069214,30.711500754231572
315,20161110_1,2,8,0,28.90288521367026,34.758546341011915,47.76513956397208
316,20161110_1,2,9,0,29.0429393065528,50.92716301455236,38.6167578719937
317,20161110_1,2,10,0,0.9908764258810517,73.0049291927705,27.123102860942367
319,20161110_1,2,12,0,30.088510953672998,64.38851950584665,28.407361753780844
321,20161110_1,2,14,0,101.6587019854861,92.46995538157339,35.108000306401024
322,20161110_1,2,15,0,2.7881048667828385,52.92216307892541,36.28589091987467
324,20161110_1,3,1,0,50.90147178442451,66.763747652643,56.62431541365045
325,20161110_1,3,2,0,82.90795126828358,80.93736426181044,62.799790206195176
326,20161110_1,3,3,0,69.34515009868662,79.99691221248659,61.68215312988589
328,20161110_1,3,5,0,11.652361605707462,96.640582253318,66.2785643880021
329,20161110_1,3,6,0,53.65140185416546,69.69919976633987,58.13770823231038
330,20161110_1,3,7,0,70.08367953950479,93.31558214602964,67.57474798043962
331,20161110_1,3,8,0,8.65784629085871,85.95332181357975,64.62563757415487
332,20161110_1,3,9,0,60.44404132893158,89.82922597660044,66.92690123956196
333,20161110_1,3,10,0,24.94317596935564,112.77528568027408,71.21591164512284
335,20161110_1,3,12,0,110.67897376254544,105.57519665495768,68.14588777944655
336,20161110_1,3,13,0,68.53194816524964,117.63439457946833,71.89656666259192
337,20161110_1,3,14,0,50.363538676758914,75.84555602159973,61.021383317057314
338,20161110_1,4,1,0,57.8774240448999,150.67032853036807,126.01004041228602
339,20161110_1,4,2,0,12.476898028448666,134.66388316396123,113.73671061903057
341,20161110_1,4,4,0,37.718857478765905,116.14067311208919,97.45895238376694
344,20161110_1,4,7,0,146.6641586930005,129.6558024673994,105.15048701434226
345,20161110_1,4,8,0,114.29693041106636,132.1867292476883,106.96242438267099
351,20161110_1,4,14,0,7.885369553232088,146.08667165904012,122.59350560886983
357,20161110_1,5,2,0,22.153038089472762,210.01149754355293,100.79717762727905
362,20161110_1,5,7,0,28.119796126259338,213.33649765084124,104.07315866662628
371,20161110_2,0,0,0,6.7485909715572046,0,61.5439256965752
373,20161110_2,1,2,0,44.21529596850158,75.67511377527718,60.88400692040637
380,20161110_2,1,9,0,42.86001619998797,51.746398178044295,55.62925337671168
383,20161110_2,1,12,0,69.51154538980347,88.32878368736256,59.212264173731285
389,20161110_2,1,18,0,35.32068032586831,105.4784257644769,64.20098097126197
414,20161110_2,3,1,0,76.73419655196342,133.8680558328083,47.583926704692644
416,20161110_2,3,3,0,72.59908830680064,129.87805570406226,43.72737686604211
424,20161110_2,3,11,0,107.15611651689954,113.5785864906282,31.14334001118581
427,20161110_2,3,14,0,117.13054899379708,118.14726602213982,33.47543414960395
433,20161215_1,0,0,0,11.329674531268367,0,68.81090599819886
434,20161215_1,1,1,0,63.023793373570214,87.38613264697717,18.322173782707292
435,20161215_1,1,2,0,54.73729543742656,79.98111962767754,23.250101698416305
436,20161215_1,1,3,0,40.84297970166346,82.95932442822412,21.056278903326117
437,20161215_1,1,4,0,163.54469936746636,110.30756032557633,16.32374461405388
439,20161215_1,1,6,0,63.575602304065775,91.537488837864,19.15174164095498
440,20161215_1,1,7,0,104.6584408965869,113.78626576348086,12.867766802162032
441,20161215_1,1,8,0,57.85334054384651,91.18618612155637,15.486630651275354
443,20161215_1,1,10,0,51.410693440694814,128.32398309617278,23.516686783034196
444,20161215_1,1,11,0,97.02520730786146,105.72390345424829,18.474653990679023
445,20161215_1,1,12,0,98.54774312042593,96.82439100793357,13.353322509853479
446,20161215_1,1,13,0,158.85339458470477,123.78307891169445,20.300109869173024
447,20161215_1,1,14,0,109.83957767282446,110.18581362832629,10.317863424923074
448,20161215_1,1,15,0,166.73843941415194,101.91619924814427,11.31706171635059
449,20161215_1,1,16,0,62.918028075331875,83.46747579710674,23.666053206224262
452,20161215_1,1,19,0,133.10131921223962,120.57217477013141,18.614014566645054
453,20161215_1,1,20,0,15.56379691541363,114.4258185148715,15.871145536420855
455,20161215_1,2,1,0,25.59302947900897,153.70573055282438,64.01946446805741
456,20161215_1,2,2,0,36.122879055012724,143.29473738594496,62.45191560500529
460,20161215_1,2,6,0,26.610984323460865,165.00991567261224,62.49804907427778
467,20161215_1,3,1,0,83.49653403649187,98.11163836399929,52.95693751355438
468,20161215_1,3,2,0,63.724542155450884,89.55295870374161,53.666153155291134
469,20161215_1,3,3,0,40.961982567585544,112.93446240981524,61.89667992772774
470,20161215_1,3,4,0,63.02410683110717,82.19069837129175,50.65976619044035
471,20161215_1,3,5,0,12.878244963292504,99.73206777459725,59.24603197247318
472,20161215_1,3,6,0,62.41705329638715,87.28250661150244,53.56859462138631
473,20161215_1,3,7,0,2.348392365305184,93.41388552694585,52.922847500538964
474,20161215_1,3,8,0,18.098813406906256,106.65984809400629,64.51034357390024
475,20161215_1,3,9,0,28.025240494193522,103.5929945978015,62.535122181597465
476,20161215_1,3,10,0,30.930698685086526,115.91266721036182,63.913568021885446
478,20161215_1,3,12,0,37.53350504705286,103.4030479436347,55.32344924433183
479,20161215_1,3,13,0,1.6439412114013399,141.73371202182608,82.59398415173399
480,20161215_1,3,14,0,21.731075069944126,123.62090760456087,68.78275236658791
481,20161215_1,3,15,0,11.727158921472801,117.96854062335984,71.29648379590769
482,20161215_1,4,1,0,14.533699544460182,235.0245071539438,102.42678975021077
483,20161215_1,4,2,0,12.446175254615508,208.98163927443252,83.13330499322349
484,20161215_1,4,3,0,0.7791080385540742,229.0680975528507,97.85257406341161
485,20161215_1,4,4,0,5.466806173743516,215.56029621013357,88.17287562923305
486,20161215_1,4,5,0,3.195411065430266,221.35985715865166,92.322671670498
487,20161215_1,4,6,0,5.154740000283747,226.24674140487917,95.39957303765858
488,20161215_1,4,7,0,0.8272431700194892,249.55457375511108,114.21052846853267
489,20161215_1,4,8,0,14.70815512832816,238.94316400381422,105.55271192443715
490,20161215_1,4,9,0,20.02000034762656,259.3441348323752,121.51340334462957
492,20161215_1,4,11,0,4.940467722378625,211.9170913881294,85.57504676625446
493,20161215_1,4,12,0,8.995424621384274,246.6191216414142,111.47148289777776
496,20161215_1,5,1,0,51.61157335542418,225.12332693228717,121.26644002363457
497,20161215_1,5,2,0,79.26205347074446,201.6563178525141,106.2492803235802
498,20161215_1,5,3,0,63.336422981814,220.1501220673676,117.62505379802963
499,20161215_1,5,4,0,93.82271981207566,210.2900329562205,111.90155109935823
500,20161215_1,5,5,0,40.893500320216205,214.36553845866595,114.29335996727224
503,20161215_1,5,8,0,64.30973232690448,222.4205741596068,119.17269384685859
504,20161215_1,6,1,0,8.854347802580905,97.83041124947303,67.55709509374446
505,20161215_1,6,2,0,14.713841701677268,90.65809757118987,69.64268593650534
508,20161215_1,6,5,0,33.34080192934787,125.86513587139855,32.28723303690113
509,20161215_1,6,6,0,49.718711233984905,88.11219345108458,70.31607246438972
510,20161215_1,6,7,0,147.31809770648516,108.49955102743607,56.47765875960282
511,20161215_1,6,8,0,8.67087560267722,103.53818018037404,36.11842313600417
515,20161215_1,6,12,0,34.51923503782138,84.3653625936057,70.8993894445125
520,20161215_1,6,17,0,139.60622602227025,111.20230380011643,57.924817949228306
524,20161215_1,7,1,0,7.992917949093205,49.229252425527704,72.79023070174154
525,20161215_1,7,2,0,22.12980120985331,44.38512086614988,59.499530798967996
529,20161215_1,7,6,0,18.24382027026809,55.21188585202236,40.72181138857442
532,20161215_1,7,9,0,11.984106147825193,48.99500156287951,44.18105837435359
533,20161215_1,7,10,0,44.189378713580645,67.12470505420862,42.62566476265152
542,20161215_1,8,1,0,53.32510475645722,236.43802067198385,84.07456365789128
543,20161215_1,8,2,0,19.065723381734113,241.36847285005368,86.81427804188831
545,20161215_1,8,4,0,50.954797920484175,245.7653263891738,88.18102225286515
546,20161215_1,8,5,0,49.910757275267336,268.92774400644043,96.66379380186106
548,20161215_1,8,7,0,57.21820560348324,261.74181707594784,92.99919967899045
550,20161215_1,8,9,0,21.394483846805286,227.97845963763507,77.47193781917862
552,20161215_1,8,11,0,0.6078981596374115,233.50256855828698,81.35441694422359
556,20161215_1,9,1,0,12.128505857598281,203.6466230732966,77.7822031824165
557,20161215_1,9,2,0,98.94339105644528,190.94760599501694,66.16957027050574
558,20161215_1,9,3,0,21.059624341844938,177.0825394153074,54.7575618779901
559,20161215_1,9,4,0,31.83169431892355,184.09349703144966,60.380130391912196
560,20161215_1,9,5,0,67.64059550137667,173.43933459330316,52.4602841014011
562,20161215_1,9,7,0,33.85361796911001,189.06670189636924,64.56611082721803
563,20161215_1,9,8,0,14.05181446040542,196.1275140882717,73.2346821941016
565,20161215_1,9,10,0,14.596471580159134,201.65162300892362,77.50156246592245
567,20161215_1,9,12,0,34.31160631483199,205.9170751655358,78.76725713099233
569,20161215_1,9,14,0,20.228308709070724,191.88805804434077,66.97671282744494
572,20161217_1,1,2,0,10.08016929468063,70.26135804671387,31.29653301436382
573,20161217_1,1,3,0,28.95189239427769,136.73039551349137,44.22779483158246
574,20161217_1,1,4,0,162.71746430786578,125.01717489288363,40.57384130301429
575,20161217_1,1,5,0,25.24896205825984,130.97358570385683,42.320786956395665
576,20161217_1,1,6,0,8.211460422214175,120.04396888658216,38.41306067811458
577,20161217_1,1,7,0,19.784636954396692,80.7159217607165,29.624506376094963
581,20161217_1,1,11,0,39.35075122851977,109.61936030807637,33.20345785799033
582,20161217_1,1,12,0,82.06922560838917,117.3839680854957,36.522964575591345
583,20161217_1,1,13,0,34.551409946535166,95.9560717898991,28.368951665378003
584,20161217_1,1,14,0,6.288168326588646,101.06067876623202,30.163985271960833
585,20161217_1,1,15,0,75.49013927904025,140.64905322118287,45.86510047405104
586,20161217_1,1,16,0,178.932322370315,133.75669771466133,38.08621574300993
590,20161217_1,1,20,0,4.24621380837733,117.81844888707933,28.652352432017196
591,20161217_1,1,21,0,38.22509821138375,74.38043281249688,28.01628968932078
593,20161217_1,1,23,0,107.46030119669493,100.19375015874365,17.940324732236615
594,20161217_1,1,24,0,137.9423103084841,89.73918644474098,25.450845390256433
599,20161217_1,1,29,0,7.196079496520816,135.1249430110148,44.22483974912423
601,20161217_1,2,2,0,2.4157202141293714,119.89093270199436,58.7543038954664
602,20161217_1,2,3,0,24.86613007457873,112.73359505463135,58.601828325557626
603,20161217_1,2,4,0,30.87130714144625,128.7595290879255,54.296676030815085
604,20161217_1,2,5,0,45.57186053745046,147.3824101886814,56.59432148045132
605,20161217_1,2,6,0,30.224331098038892,124.99771987910577,55.41193716491565
607,20161217_1,2,8,0,4.207020460031024,146.52827894816298,61.96212675160744
608,20161217_1,2,9,0,29.260104378807576,99.93490773806437,58.03954748414181
609,20161217_1,2,10,0,12.753844982512334,132.67818679561702,53.97913534523466
611,20161217_1,2,12,0,37.49341458819306,144.40420478319479,56.204541029604215
612,20161217_1,2,13,0,18.314104412384992,121.23591067028603,56.75507862551996
