,order,radius,length
0,1.0,0.5561978021978022,16.593298942394348
1,1.0,0.6452751677852349,15.30932979822394
2,1.0,0.5534285714285716,6.804953528031249
3,1.0,0.49869387755102057,9.132234552335596
4,2.0,0.31409142857142863,54.7964060704479
5,2.0,0.5359718309859154,6.7028893913922305
6,2.0,0.37240566037735856,18.066053134343647
7,2.0,0.5834430379746837,24.574845922726595
8,2.0,0.30250731707317075,17.91072996913342
9,2.0,0.4703436619718311,31.92674593929378
10,2.0,0.3701567164179104,28.524763520013483
11,2.0,0.3408108108108109,15.857374981921033
12,3.0,0.2834869109947644,17.452571807748065
13,3.0,0.3113913043478261,13.100807704047995
14,3.0,0.46105882352941185,16.270916183820262
15,3.0,0.36107964601769915,55.856272590761016
16,3.0,0.22283333333333333,3.5528197448594248
17,3.0,0.2354575087310827,79.39341545052196
18,3.0,0.28030167597765365,30.889006732962
19,3.0,0.4191294117647059,24.534966709680052
20,3.0,0.276507204610951,28.024626902336262
21,3.0,0.1801231732776618,99.00845884430376
22,3.0,0.3532140077821012,19.92186442429643
23,3.0,0.26990099009900986,9.845160322179874
24,3.0,0.2963076923076923,8.15247716498337
25,3.0,0.2882346938775511,19.678289060864504
26,3.0,0.27084210526315794,20.17368223632768
27,3.0,0.25077064220183487,8.77482706324611
28,4.0,0.3391987577639752,32.570566737789136
29,4.0,0.29467226890756304,36.4038896910124
30,4.0,0.33760000000000007,25.503291106590822
31,4.0,0.24529850746268655,13.381984063518031
32,4.0,0.2736428571428571,8.689450037971307
33,4.0,0.15892857142857145,32.430103858155576
34,4.0,0.3616428571428572,11.639497858428495
35,4.0,0.163,25.84986797394574
36,4.0,0.19461946902654867,12.275264764675178
37,4.0,0.3032924528301887,17.875770456102607
38,4.0,0.328,5.627263150451739
39,4.0,0.3150322580645161,9.695536226914287
40,4.0,0.2008059701492537,20.892831986855647
41,4.0,0.262757281553398,19.32751535430102
42,4.0,0.32733333333333337,0.637352380466498
43,4.0,0.2386666666666667,19.986755331048595
44,4.0,0.25451764705882357,31.664881082409465
45,4.0,0.2280479041916167,14.589219132410506
46,4.0,0.17920000000000003,18.194565400512573
47,4.0,0.2894792122538294,46.85634327797988
48,4.0,0.2195987261146497,28.087961087540794
49,4.0,0.21647058823529408,7.235281838536808
50,4.0,0.2714590747330961,30.24343317781625
51,4.0,0.20015238095238097,62.535901809533115
52,4.0,0.3105714285714285,5.506039534141581
53,4.0,0.1446111111111111,33.94101966033127
54,5.0,0.29668000000000005,5.194864928556617
55,5.0,0.2929661016949153,10.277667625885961
56,5.0,0.24231250000000004,26.864747088988764
57,5.0,0.22804,5.139657420124009
58,5.0,0.2830309278350516,10.019029806083163
59,5.0,0.30298113207547167,15.044215908506285
60,5.0,0.30125123152709365,17.21568973474255
61,5.0,0.2686138328530259,59.9596724540711
62,5.0,0.2728157894736843,8.170593466317555
