,order,radius,length
0,1.0,0.30240000000000006,3.0152150793792876
1,1.0,0.24947058823529414,16.293625177812338
2,1.0,0.21223041474654378,24.116535851532
3,1.0,0.32333333333333336,9.703685584567253
4,1.0,0.5928000000000001,6.176486809073031
5,1.0,0.8140000000000001,1.1707943140949806
6,2.0,0.4197938144329897,8.21612729305233
7,2.0,0.3127321428571429,11.914353967273497
8,2.0,0.33020799999999995,11.222404350013974
9,2.0,0.1603196721311476,23.710983377285146
10,2.0,0.21000000000000005,10.334498740443761
11,2.0,0.1384179104477612,5.836277562081653
12,2.0,0.33790697674418607,3.9581345125754104
13,2.0,0.23836548223350257,18.97609496785654
14,2.0,0.22701886792452824,17.591347168901386
15,2.0,0.21055000000000001,8.297077596319328
16,2.0,0.14629850746268655,5.741520650488344
17,2.0,0.18209756097560978,4.317583946563288
18,3.0,0.33226923076923076,17.792857359329457
19,3.0,0.29206000000000004,9.756115644462412
20,3.0,0.5253333333333334,2.5980197812089503
21,3.0,0.13046153846153846,5.2750341928388185
22,3.0,0.2882222222222222,2.811331380713425
23,3.0,0.13193548387096776,2.9354993275879364
24,3.0,0.19951295336787564,17.555844083134723
25,3.0,0.18850867052023124,36.1021550283652
26,3.0,0.14085714285714285,4.362070151652799
27,3.0,0.1071076923076923,6.249246608041618
28,3.0,0.26564705882352946,10.939545620388515
29,3.0,0.1475438144329897,66.1825788789588
30,3.0,0.13911111111111113,8.1071476067976
31,3.0,0.1722388059701493,20.37775160202444
32,3.0,0.1275696202531646,41.49997548577036
33,3.0,0.19694915254237289,19.006792523301282
34,3.0,0.20940939597315436,16.232820742577502
35,3.0,0.11407999999999999,7.602866316551598
36,3.0,0.18205405405405406,27.90140045694122
37,3.0,0.2364594594594595,5.582751262037859
38,3.0,0.18654304635761587,26.056437072833674
39,3.0,0.1324,4.872901573378332
40,4.0,0.30393258426966296,6.946909073737684
41,4.0,0.13473684210526313,7.369849858110368
42,4.0,0.2511612903225806,5.447024898227982
43,4.0,0.2095319148936171,4.766893218420107
44,4.0,0.1862551724137931,23.348694599201547
45,4.0,0.15067857142857144,16.613615477170306
46,4.0,0.17845918367346938,20.90204253830468
47,4.0,0.18152941176470586,4.732280702016951
48,4.0,0.16422988505747127,26.46708369810665
49,4.0,0.17161702127659575,12.667825718421959
50,4.0,0.16248936170212766,8.767804114685491
51,4.0,0.11432075471698114,9.96741716339995
52,4.0,0.20842857142857144,6.0885443850051395
53,4.0,0.22590769230769234,7.060002679071073
54,4.0,0.20122699386503065,14.14993680473333
55,4.0,0.13567567567567568,18.598624716088363
56,4.0,0.20590697674418607,4.377853909421988
57,4.0,0.144,3.0702308084167798
58,4.0,0.15131157270029674,30.796132988583118
59,4.0,0.16357352941176473,14.479000016839336
60,4.0,0.13135000000000002,8.272226702497353
61,4.0,0.1099,3.465116708450351
62,4.0,0.17282758620689653,21.163759354943807
63,4.0,0.13527586206896552,4.781427704831114
64,4.0,0.1755084745762711,9.89252131016443
65,4.0,0.15832558139534883,4.614023931384122
66,4.0,0.13951315789473687,25.434828634933442
67,4.0,0.19807821229050282,16.7799971566553
68,4.0,0.14324137931034484,2.938442340744642
69,4.0,0.10000000000000003,2.705696069445925
70,4.0,0.1234375,34.87613953699301
71,4.0,0.13128888888888887,13.482033171161948
72,4.0,0.11481632653061224,8.829048548776012
73,4.0,0.11820689655172414,3.0047231964580257
74,5.0,0.36674999999999996,2.1738642688804504
75,5.0,0.1736744186046512,8.230158191399477
76,5.0,0.24771428571428572,26.79371795573836
77,5.0,0.13567567567567568,3.3960911796820974
78,5.0,0.12329411764705883,1.2627335559164892
79,5.0,0.10314285714285716,2.084524351236232
80,5.0,0.1709148936170213,8.715201145452895
81,5.0,0.1483137254901961,15.281096130707944
82,5.0,0.15115,3.8101329426077593
83,5.0,0.10366666666666667,3.7243476148708865
84,5.0,0.14525714285714286,3.2308517080544163
85,5.0,0.133,3.355444036992309
86,5.0,0.3244000000000001,0.4885653564819673
87,5.0,0.13723076923076927,19.808817659194595
88,5.0,0.21494736842105266,17.428183187631472
89,5.0,0.1343983050847458,49.48426474266117
90,5.0,0.11982108626198085,27.042143683485488
91,5.0,0.17486567164179107,6.916589287866028
92,5.0,0.14359633027522936,10.524190407154485
93,5.0,0.12132926829268292,17.19243133844926
94,5.0,0.1727058823529412,19.44342260465127
95,5.0,0.12295652173913042,3.9356802424046347
96,5.0,0.20638157894736844,13.459858999024634
97,5.0,0.12055737704918029,6.409945313387873
98,5.0,0.11272857142857141,11.782499552731569
99,5.0,0.10140425531914889,4.838220420682158
100,5.0,0.1731739130434783,5.174469131227869
101,5.0,0.12465934065934066,9.263876018278507
102,5.0,0.14163076923076923,5.13248312170671
103,5.0,0.12764102564102564,21.5635919677972
104,5.0,0.19638095238095246,20.02621798553858
